fullname,address,code,name_province,cid_province,name_city,cid_city,phone_seal,phone_service,lat,lng,region
广汽埃安上海静安国际展示中心,上海市静安区裕通路89号（静安国际中心）,SHA0600-4,上海市,310000,上海市,310100,021-59200167,021-59200177,31.249448,121.460428,华东大区
广汽埃安上海宝山体验中心, 上海市宝山区江杨南路1505号,SHA0200,上海市,310000,上海市,310100,400-186-7988,400-186-7988,31.334413,121.467172,华东大区
广汽埃安上海吉鸿奉贤隆龙湖展示中心,上海市奉贤区南行港路388号（奉贤龙湖金汇天街）,SHA0120-4,上海市,310000,上海市,310100,,,30.968538,121.490955,华东大区
广汽埃安上海广场体验中心,上海市黄浦区淮海中路138号上海广场（东南门1楼）106B-107-111号,SHA3100,上海市,310000,上海市,310100,,,31.231492,121.484942,华东大区
广汽埃安上海郑隆奉贤天街展示中心,上海市奉贤区金海公路3800号（奉贤天街）,SHA0180-1,上海市,310000,上海市,310100,13002162915,,30.920722,121.502823,华东大区
广汽埃安上海月罗宝杨宝龙展示中心,上海市宝山区同济路669弄4号1层101室M1-L1-025-1,SHA0150-1,上海市,310000,上海市,310100,13052463335,,31.400972,121.488406,华东大区
广汽埃安上海吉鸿浦江广场展示中心,上海市闵行区江月路1850弄1F-E16、E17、E18店铺（浦江城市生活广场）,SHA0120-6,上海市,310000,上海市,310100,,,31.089019,121.511639,华东大区
广汽埃安上海浦东临港万达,上海市浦东新区鸿音路2555号1F-2,SHA0600-7,上海市,310000,上海市,310100,021-59200167,021-59202177,31.227348,121.550455,华东大区
广汽埃安上海浦东御桥路体验中心,上海浦东新区御桥路1377号,SHA0160,上海市,310000,上海市,310100,021-50108916,021-50108918,31.155496,121.558635,华东大区
广汽埃安上海浦东龙阳广场展示中心,上海市浦东新区龙阳路2000号一层110-02号,SHA0900-3,上海市,310000,上海市,310100,,,31.209545,121.565270,华东大区
广汽埃安上海车市体验中心,上海市浦东新区沪南路4789弄311号,SHA0900,上海市,310000,上海市,310100,021-68041668,021-68041619,31.075394,121.595669,华东大区
广汽埃安上海宁桥森兰花园城商超展示中心,上海市浦东新区启帆路517号森兰花园城商超1楼中庭处附近,SHA0140-2,上海市,310000,上海市,310100,,,31.320403,121.597912,华东大区
广汽埃安上海宁桥体验中心,上海市浦东新区宁桥路668号（金桥建材市场内）,SHA0140,上海市,310000,上海市,310100,021-50331533,021-50331560,31.251358,121.617257,华东大区
广汽埃安上海君和沪南公路展示中心,上海市浦东新区沪南公路7160号,SHA0500-3,上海市,310000,上海市,310100,18217750382,,31.031509,121.642320,华东大区
广汽埃安上海浦东阳光天地展示中心,浦东新区唐镇高科东路777号阳光天地1楼,SHA0900-2,上海市,310000,上海市,310100,18019041163,,31.220439,121.662783,华东大区
广汽埃安上海劲立崇明展示中心,上海崇明区堡镇北路800号,SHA0600-10,上海市,310000,上海市,310100,,,31.568966,121.641879,华东大区
广汽埃安上海松卫浦东展示中心,上海浦东新区川沙路3703号,SHA0130-3,上海市,310000,上海市,310100,,,31.221062,121.697127,华东大区
广汽埃安南京大胜关体验中心,南京市雨花台区天驰路2号,JSA0500,江苏省,320000,南京市,320100,025-57066111,025-57066611,31.951389,118.661090,华东大区
广汽埃安南京浦珠体验中心,南京市江北新区泰山街道浦珠北路159号,JSA0800,江苏省,320000,南京市,320100,025-58879166,025-58879196,32.117319,118.704905,华东大区
广汽埃安南京宁南建邺吾悦展示中心,江苏省南京市建邺区江东门北街吾悦广场1楼,JSA3100-2,江苏省,320000,南京市,320100,18114023081,,32.042978,118.742963,华东大区
广汽埃安南京雨田金鹰世界展示中心,南京市建邺区应天大街888号金鹰购物中心内A06层1138-A06-00961商铺,JSA3000-2,江苏省,320000,南京市,320100,,,32.028360,118.746284,华东大区
广汽埃安南京宁南体验中心,南京市雨花台区丁墙路1号,JSA3100,江苏省,320000,南京市,320100,025-52200758,025-52259122,31.988069,118.806224,华东大区
广汽埃安南京宁镇金茂览秀城展示中心,江苏省南京市鼓楼区中央路201号（金茂览秀城）,JSA0700-1,江苏省,320000,南京市,320100,,,32.078716,118.789647,华东大区
广汽埃安南京城北体验中心,南京市栖霞区燕子矶街道幕府东路228号,JSA0600,江苏省,320000,南京市,320100,025-58119111,025-52238666,32.121911,118.813303,华东大区
广汽埃安南京宁镇体验中心,南京市玄武区东方城48号,JSA0700,江苏省,320000,南京市,320100,025-83700017,025-83700016,32.092421,118.842169,华东大区
广汽埃安南京江宁体验中心,南京市江宁区东山汽车园润麒路18号2号楼,JSA3000,江苏省,320000,南京市,320100,,,31.987543,118.882015,华东大区
广汽埃安六合龙湖天街展示中心,南京六合区雄州街道龙湖天街A-F1,JSA0400-1,江苏省,320000,南京市,320100,13337700020,,32.335399,118.849630,华东大区
广汽埃安南京玄武体验中心,江苏省南京市栖霞区仙隐北路28号,JSA0200,江苏省,320000,南京市,320100,025-85450066,025-85450099,32.107062,118.898933,华东大区
广汽埃安南京玄武万达茂展示中心,江苏省南京市栖霞区仙林大道与守敬路交汇处（万达茂）,JSA0200-1,江苏省,320000,南京市,320100,,,32.127199,118.994333,华东大区
广汽埃安无锡宜兴融达展示中心,宜兴市融达汽车城北门口1幢801,JSB0400-1,江苏省,320000,无锡市,320200,,,31.393706,119.792588,华东大区
广汽埃安无锡宜兴体验中心,宜兴经济技术开发区塞特大道128-3号,JSB0400,江苏省,320000,无锡市,320200,0510--87120222,80790109/80797009,31.417440,119.815150,华东大区
广汽埃安宜兴万达展示中心,无锡市宜兴市东虹路550号（宜兴万达）,JSB3000-1,江苏省,320000,无锡市,320200,0510-85807111,0510-68582666,31.369729,119.859241,华东大区
广汽埃安无锡盛岸体验中心,无锡市惠山区钱桥盛岸西路610-1号,JSB0300,江苏省,320000,无锡市,320200,0510-83133888,0510-83226999,31.621215,120.231494,华东大区
广汽埃安无锡盛岸滨湖万达展示中心,无锡市滨湖区梁溪路35号（滨湖万达）,JSB0300-1,江苏省,320000,无锡市,320200,,,31.568104,120.273316,华东大区
广汽埃安无锡金城湾体验中心,无锡市梁溪区金城路388号,JSB0200,江苏省,320000,无锡市,320200,0510-82109999,0510-88353355,31.525320,120.297790,华东大区
广汽埃安江阴澄杨八佰伴展示中心,无锡市江阴市虹桥南路256号（江阴八佰伴）,JSB3100-2,江苏省,320000,无锡市,320200,,,31.897335,120.273178,华东大区
广汽埃安无锡惠山体验中心,无锡市惠山区金惠路121号,JSB0100,江苏省,320000,无锡市,320200,0510-83551866,0510-83556577,31.670178,120.308515,华东大区
广汽埃安无锡惠山奥特莱斯展示中心,无锡市惠山区惠山大道66号（悦尚奥特莱斯）,JSB0100-1,江苏省,320000,无锡市,320200,,,31.639413,120.317522,华东大区
广汽埃安江阴澄杨体验中心,江阴市澄杨路55号,JSB3100,江苏省,320000,无锡市,320200,,,31.890488,120.317463,华东大区
广汽埃安无锡锡山体验中心,无锡市锡山区先锋中路25-3号,JSB3000,江苏省,320000,无锡市,320200,0510-68581333,0510-68582666,31.590153,120.427057,华东大区
广汽埃安江阴澄杨万达展示中心,江阴市万达广场1号门东厅 1072/1073A,JSB3100-1,江苏省,320000,无锡市,320200,,,31.851576,120.432085,华东大区
广汽埃安徐州金山金地展示中心,徐州市鼓楼区中山北路6号 （金地商都）,JSC0100-1,江苏省,320000,徐州市,320300,,,34.273906,117.193213,华东大区
广汽埃安徐州高新复兴苏宁展示中心,徐州市鼓楼区复兴北路27号（复兴苏宁广场）,JSC0200-1,江苏省,320000,徐州市,320300,,,34.273910,117.209570,华东大区
广汽埃安徐州金山淮海食品城体验中心,徐州市云龙区淮海食品城会展路3号万安市场1-1号,JSC0100,江苏省,320000,徐州市,320300,0516-61885695,0516-61885695,34.230565,117.237441,华东大区
广汽埃安徐州香山体验中心,徐州市鼓楼区三环东路闽商汽车园E栋一区,JSC0300,江苏省,320000,徐州市,320300,0516-87792226,0516-87798977,34.284240,117.237743,华东大区
广汽埃安徐州高新体验中心,徐州高新技术产业园开发区北京南路291号,JSC0200,江苏省,320000,徐州市,320300,0516-83388811,0516-83388822,34.212670,117.290580,华东大区
广汽埃安徐州晟速展示中心,徐州市古楼区经济技术开发区徐海路8号环球港,JSC0300-2,江苏省,320000,徐州市,320300,0516-80802616,0516-80802619,34.270821,117.267822,华东大区
广汽埃安徐州香山新沂吾悦展示中心,江苏省徐州市新沂市S323(大桥西路)（新沂吾悦广场）,JSC0300-1,江苏省,320000,徐州市,320300,,,34.364639,118.333709,华东大区
广汽埃安溧阳吾悦展示中心,江苏省常州市溧阳市天目湖大道77号溧阳吾悦广场 1032-A 铺位,JSD3000-1,江苏省,320000,常州市,320400,0519-86527996,0519-86951818,31.410382,119.469958,华东大区
广汽埃安常州常澄金坛新天地展示中心,常州市金坛区县府路2号（金坛新天地）,JSD0100-2,江苏省,320000,常州市,320400,,,31.745559,119.583389,华东大区
广汽埃安常州常澄武进万达展示中心,常州市武进区花园街301号武进万达广场,JSD0100-1,江苏省,320000,常州市,320400,,,31.729425,119.944074,华东大区
广汽埃安常州新北体验中心,常州市新北区薛家镇顺园路88-20号,JSD0200,江苏省,320000,常州市,320400,0519-85281818,0519-85280708,31.861366,119.939834,华东大区
广汽埃安常州武进汽车城展示中心,常州市武进区武进汽车城星火路D区8号,JSD3000,江苏省,320000,常州市,320400,0519-83606666,0519-86951818,31.698342,119.970661,华东大区
广汽埃安常州常澄体验中心,常州市新北区通江中路613号,JSD0100,江苏省,320000,常州市,320400,0519-89882888,0519-89869888,31.846045,119.988813,华东大区
广汽埃安苏州木渎体验中心,苏州市吴中区木渎镇珠江南路999号3幢南侧一层 ,JSE3000,江苏省,320000,苏州市,320500,400-868-3916,0512-66018288,31.263916,120.545373,华东大区
广汽埃安苏州高新体验中心,苏州高新区马运路168号,JSE0200,江苏省,320000,苏州市,320500,0512-66615111,0512-66617111,31.325252,120.565065,华东大区
广汽埃安苏州工业园张家港吾悦展示中心,苏州市张家港市杨舍镇金港大道338号（吾悦广场）,JSE3200-2,江苏省,320000,苏州市,320500,,,31.838512,120.542916,华东大区
广汽埃安苏州吴江爱琴海展示中心,苏州市吴江区松陵镇夏蓉街1298号爱琴海广场1层,JSE3300-1,江苏省,320000,苏州市,320500,18556881718,0512-63689222,31.142515,120.619109,华东大区
广汽埃安苏州张家港体验中心,江苏省苏州市张家港市杨舍镇农联村张杨公路489号,JSE0100,江苏省,320000,苏州市,320500,0512-58621888,0512-58199899,31.872020,120.585100,华东大区
广汽埃安苏州相城体验中心,苏州市相城区太阳路2250号,JSE0400,江苏省,320000,苏州市,320500,0512-66225999,0512-66225666,31.417653,120.640077,华东大区
广汽埃安苏州吴江体验中心,苏州市吴江区五方路78号,JSE3300,江苏省,320000,苏州市,320500,,,31.107574,120.678566,华东大区
广汽埃安苏州工业园体验中心,苏州工业园区群星三路18号地铁3号线通园路站往南50米,JSE3200,江苏省,320000,苏州市,320500,0512-67163999,0512-67169777,31.273707,120.676368,华东大区
广汽埃安苏州苏虹路体验中心,江苏省苏州市苏州工业园区苏虹中路399号,JSE0600,江苏省,320000,苏州市,320500,0512-65883586,0512-65883519,31.338779,120.710414,华东大区
广汽埃安常熟东风路体验中心,常熟市汽车城长城路5号1幢,JSE3400,江苏省,320000,苏州市,320500,18962367096,18962367036,31.640323,120.799381,华东大区
广汽埃安昆山城西体验中心,昆山市城北西路2022号1号房,JSE3100,江苏省,320000,苏州市,320500,0512-55114111,18913283813,31.431867,120.910085,华东大区
广汽埃安苏州昆山体验中心,江苏省苏州昆山市玉山镇新南中路99号,JSE0300,江苏省,320000,苏州市,320500,0512-50361000,0512-57517005,31.342928,120.966119,华东大区
广汽埃安苏州太仓体验中心,太仓市经济开发区太平北路111号7-B幢1-02室、1-03室、2-01室、2-02室,JSE0500,江苏省,320000,苏州市,320500,0512-53588801,0512-53588806,31.482112,121.102867,华东大区
广汽埃安常熟东风路凤凰城展示中心,苏州市常熟市闽江东路盛世名门青城山路店东南侧约160米（凤凰城）,JSE3400-1,江苏省,320000,常熟市,320581,18962367036,18962367036,31.673015,120.778233,华东大区
广汽埃安如皋车城体验中心,如皋市如城街道解放西路115号1号楼,JSF0300,江苏省,320000,南通市,320600,0513-87989088,0513- 87591099,32.365510,120.548374,华东大区
广汽埃安南通崇川体验中心,南通市崇川区城港路128号,JSF3100,江苏省,320000,南通市,320600,0513-83521111,0513-83571111,32.039094,120.818582,华东大区
广汽埃安南通钟秀体验中心,江苏省南通市崇川区钟秀街道五一路99号3幢101室,JSF0400,江苏省,320000,南通市,320600,0513-55016888,0513-89126999,32.020541,120.883162,华东大区
广汽埃安南通启东体验中心,启东市城北工业园区兴龙东路666号,JSF0200,江苏省,320000,南通市,320600,0513-83250666,0513-83252666,31.835686,121.686450,华东大区
广汽埃安连云港海州体验中心,连云港市海州区迎宾大道8号,JSG3000,江苏省,320000,连云港市,320700,0518-85772729,0518-85772729,34.553901,119.227594,华东大区
广汽埃安连云港新浦体验中心,江苏省连云港市海州区解放东路299-6号,JSG0100,江苏省,320000,连云港市,320700,0518-85772729,0518-85918899,34.647597,119.195474,华东大区
广汽埃安连云港赣榆香港路展示中心,连云港市赣榆区香港路3号,JSG3000-1,江苏省,320000,连云港市,320700,0518-85918899,0518-85918899,34.823244,119.126542,华东大区
广汽埃安淮安淮阴体验中心,江苏省淮安市淮阴区钱江路96号,JSH0100,江苏省,320000,淮安市,320800,,,33.659890,119.033765,华东大区
